"Title","Artist","ConstituentID","Date","Medium","Classification","Dim_cm2","Style"
"THE CHASE","Abraham P. Hankins","2488",1947,"Serigraph in color","Print",334.73,"Expresionismo Abstracto"
"St. Mary Hatch","Graham Sutherland","5739",1926,"Etching","Print",795.6,"Surrealismo"
"Three Girls Before the Mirror (Drei Mädchen vor dem Spiegel)","Otto Mueller","4140",1922,"Lithograph","Print",1710,"Surrealismo"
"MARCHING STEP (Passo di Parata)","Mino Maccari","3661",1950,"Linoleum cut, printed in black","Print",1450.89,"Expresionismo Abstracto"
"Figurine Cup VI","Ken Price","4734",1970,"Photolithograph and screenprint","Print",2560.22,"Pop Art"
"Passing Bells","John Walker","6220",1998,"Portfolio of 27 etchings, 17 with aquatint","Print",1656,"Postmodernismo"
"Sculptor, Model, Sculpture, and Goldfish, (Sculpteur, modèle, sculpture et poisson rouge) from the) Vollard Suite (Suite Vollard)","Pablo Picasso","4609",1933,"Etching","Print",1501.77,"Surrealismo"
"Woman with Red Hair and Green Eyes. The Sin (Kvinne med rødt här og grønne øyne. Synden)","Edvard Munch","4164",1902,"Lithograph","Print",4942.54,"Impresionismo"
"Pappagallo","Marisol (Marisol Escobar)","3774",1965,"Lithograph","Print",3311.45,"Pop Art"
"Figurine Cup I Figurine Cup I from the Figurine Cup Series","Ken Price","4734",1970,"Photolithograph","Print",2554.63,"Pop Art"
"Circle III","Michael Heizer","2580",1977,"Etching, aquatint and roulette","Print",8202.02,"Pop Art"
"Fin MacCool","Richard Hamilton","2481",1983,"Photoetching, aquatint and engraving
","Print",4267.5,"Postmodernismo"
"Cathedral Interior (Intérieur de cathédrale)","Odilon Redon","4840",1914,"Etching and drypoint","Print",805.71,"Cubismo"
"Magic Mirror","Jean Hugo","2757",1927,"Portfolio of 20 stencils","Print",1002.7,"Surrealismo"
"Earth (La Terre) from the portfolio Magic Mirror (Le Miroir Magique)","Jean Hugo","2757",1927,"Stencil","Print",985.5,"Surrealismo"
"Two Women Looking at a Sculpted Head (Deux femmes regardant une tête sculptée) from the Vollard Suite (Suite Vollard)","Pablo Picasso","4609",1933,"Etching","Print",1501.77,"Surrealismo"
"Giant Aphid (Riesenblattlaus)","Paul Klee","3130",1920,"Lithograph","Print",1357.8,"Surrealismo"
"Sunflower Girl (Sonnenblumenmädchen)","Hans Thoma","5853",1897,"Etching","Print",986.9,"Impresionismo"
"Figurine Cup II Figurine Cup II from the Figurine Cup Series","Ken Price","4734",1970,"Photolithograph with color pencil additions","Print",2554.63,"Pop Art"
"Jungle Boy","David Hockney","2678",1964,"Etching and aquatint","Print",3294.06,"Pop Art"
"Futurologe (Futurology) from the series Café Deutschland","Jörg Immendorff","2807",1983,"Linoleum cut","Print",41166,"Postmodernismo"
"The Striped Shirt","Alex Katz","3016",1980,"Aquatint","Print",6272.16,"Postmodernismo"
"Model, Painting and Sculpture (Modèle, tableau et sculpture) from the Vollard Suite (Suite Vollard)","Pablo Picasso","4609",1933,"Etching","Print",1482.8,"Surrealismo"
"Place (Ort) (plate I) from A Glove, Opus VI (Ein Handschuh, Opus VI)","Max Klinger","3149",1881,"Etching and aquatint with chine collé from a portfolio of seven etchings with chine collé, three etching and aquatints with chine collé and etched title page","Print",2837.68,"Impresionismo"
"A Glove, Opus VI (Ein Handschuh, Opus VI)","Max Klinger","3149",1881,"Portfolio of seven etchings with chine collé, three etching and aquatints with chine collé and etched title page","Print",2835,"Impresionismo"
"Action (Handlung) (plate II) from A Glove, Opus VI (Ein Handschuh, Opus VI)","Max Klinger","3149",1881,"Etching with chine collé from a portfolio of seven etchings with chine collé, three etching and aquatints with chine collé and etched title page","Print",2841.3,"Impresionismo"
"Homage (Huldigung) (plate VI) from A Glove, Opus VI (Ein Handschuh, Opus VI)","Max Klinger","3149",1881,"Etching with chine collé from a portfolio of seven etchings with chine collé, three etching and aquatints with chine collé and etched title page","Print",2837.68,"Impresionismo"
"Back of a Nude Woman (Femme nue de dos)","Pablo Picasso","4609",1956,"Etching","Print",2160.3,"Expresionismo Abstracto"
"Collar y Cemí","José R. Alicea","112",1962,"Woodcut","Print",2937,"Pop Art"
"Conques from Romanesque Series","Ellsworth Kelly","3048",1973,"Lithograph with embossing from a series of twenty-four lithographs with embossing (twelve with intaglio)","Print",8985.6,"Pop Art"
"Canigou from Romanesque Series","Ellsworth Kelly","3048",1973,"Lithograph with embossing from a series of twenty-four lithographs with embossing (twelve with intaglio)","Print",8964.8,"Pop Art"
"Moissac from Romanesque Series","Ellsworth Kelly","3048",1973,"Lithograph with intaglio and embossing from a series of twenty-four lithographs with embossing (twelve with intaglio)","Print",8964.8,"Pop Art"
"Montmorillon from Romanesque Series","Ellsworth Kelly","3048",1973,"Lithograph with intaglio and embossing from a series of twenty-four lithographs with embossing (twelve with intaglio)","Print",8956.18,"Pop Art"
"Vic from Romanesque Series","Ellsworth Kelly","3048",1973,"Lithograph with intaglio and embossing from a series of twenty-four lithographs with embossing (twelve with intaglio)","Print",8956.18,"Pop Art"
"Brioude from Romanesque Series","Ellsworth Kelly","3048",1973,"Lithograph with intaglio and embossing from a series of twenty-four lithographs with embossing (twelve with intaglio)","Print",8956.18,"Pop Art"
"Poitiers from Romanesque Series","Ellsworth Kelly","3048",1973,"Lithograph with embossing from a series of twenty-four lithographs with embossing (twelve with intaglio)","Print",8985.6,"Pop Art"
"Souillac from Romanesque Series","Ellsworth Kelly","3048",1973,"Lithograph with intaglio and embossing from a series of twenty-four lithographs with embossing (twelve with intaglio)","Print",8964.8,"Pop Art"
"Serrabone from Romanesque Series","Ellsworth Kelly","3048",1973,"Lithograph with embossing from a series of twenty-four lithographs with embossing (twelve with intaglio)","Print",8966.57,"Pop Art"
"Talmont from Romanesque Series","Ellsworth Kelly","3048",1973,"Lithograph with embossing from a series of twenty-four lithographs with embossing (twelve with intaglio)","Print",8975.2,"Pop Art"
"Chauvigny from Romanesque Series","Ellsworth Kelly","3048",1973,"Lithograph with embossing from a series of twenty-four lithographs with embossing (twelve with intaglio)","Print",8956.18,"Pop Art"
"Thoronet from Romanesque Series","Ellsworth Kelly","3048",1973,"Lithograph with embossing from a series of twenty-four lithographs with embossing (twelve with intaglio)","Print",8985.6,"Pop Art"
"Caen from Romanesque Series","Ellsworth Kelly","3048",1973,"Lithograph with embossing from a series of twenty-four lithographs with embossing (twelve with intaglio)","Print",8985.6,"Pop Art"
"Fontenay from Romanesque Series","Ellsworth Kelly","3048",1973,"Lithograph with embossing from a series of twenty-four lithographs with embossing (twelve with intaglio)","Print",8966.57,"Pop Art"
"Tournus from Romanesque Series","Ellsworth Kelly","3048",1973,"Lithograph with embossing from a series of twenty-four lithographs with embossing (twelve with intaglio)","Print",8964.8,"Pop Art"
"Dancehall (Tanzsaal)","Ernst Ludwig Kirchner","3115",1910,"Drypoint","Print",1098,"Cubismo"
"Wav(er)ing Flag","Vito Acconci","53",1990,"Lithograph on six sheets","Print",16717.06,"Postmodernismo"
"Sculptor with His Model and His Sculpture (Sculpteur avec son modèle et sa sculpture) from the Vollard Suite (Suite Vollard)","Pablo Picasso","4609",1933,"Etching","Print",1491.6,"Surrealismo"
"Greek Girl (Die Griechin)","Oskar Kokoschka","3197",1921,"Lithograph","Print",3390.75,"Surrealismo"
"The Lie (Le mensonge) from Intimacies (Intimités)","Félix Vallotton","6064",1897,"Woodcut","Print",813.96,"Impresionismo"
"The Irreparable (L'Irreparable) from Intimacies (Intimités)","Félix Vallotton","6064",1897,"Woodcut","Print",806.76,"Impresionismo"
"Triumph (Le Triomphe) from Intimacies (Intimités)","Félix Vallotton","6064",1897,"Woodcut","Print",793.6,"Impresionismo"
"The Fine Pin (La Belle epingle) from Intimacies (Intimités)","Félix Vallotton","6064",1897,"Woodcut","Print",813.96,"Impresionismo"
"The Cogent Reason (La Raison probante) from Intimacies (Intimités)","Félix Vallotton","6064",1897,"Woodcut","Print",811.44,"Impresionismo"
"Money (L'Argent) from Intimacies (Intimités)","Félix Vallotton","6064",1897,"Woodcut","Print",805.22,"Impresionismo"
"Extreme Measure (Le grand moyen) from Intimacies (Intimités)","Félix Vallotton","6064",1897,"Woodcut","Print",819,"Impresionismo"
"Five O'Clock (Cinq Heures) from Intimacies (Intimités)","Félix Vallotton","6064",1897,"Woodcut","Print",804.27,"Impresionismo"
"Getting Ready for a Visit (Apprets de visite) from Intimacies (Intimités)","Félix Vallotton","6064",1897,"Woodcut","Print",804.27,"Impresionismo"
"The Other's Health (La Santé de l’Autre) from Intimacies (Intimités)","Félix Vallotton","6064",1897,"Woodcut","Print",810,"Impresionismo"
"Bat Spinning at the Speed of Light (State II)","Claes Oldenburg","4397",1975,"Lithograph","Print",6019.8,"Pop Art"
"Motif III from the series Six Motifs on the Theme ""Vogue Drawings""","Markus Lüpertz","3640",1984,"Linoleum cut, drypoint, and aquatint
","Print",2765.4,"Postmodernismo"
"Don Quixote","James Nares","4225",1986,"Monotype","Print",4450.6,"Postmodernismo"
"Old Sculptor at Work I (Vieux sculpteur au travail. I) from the Vollard Suite (Suite Vollard)","Pablo Picasso","4609",1933,"Etching","Print",1478.4,"Surrealismo"
"Deathly Stillness (Totenstille) from the portfolio The Poems of Henrik Rytter (Zu den Gedichten von Henrik Rytter)","Rolf Nesch","4266",1937,"Metal print","Print",3212.55,"Surrealismo"
"The Charge (La Charge)","Félix Vallotton","6064",1893,"Woodcut","Print",839.16,"Impresionismo"
"Interior with Figure","Horst Antes","194",1965,"Intaglio","Print",2040.5,"Pop Art"
"Unit (Buffalo)","Robert Rauschenberg","4823",1969,"Lithograph","Print",2773.8,"Pop Art"
"Untitled (11), state II of II","Jackson Pollock","4675",1944,"Engraving, etching, and aquatint","Print",588.7,"Expresionismo Abstracto"
"Portrait of Dr. Scholz (Bildnis Dr. Scholz)","Ewald Mataré","3826",1920,"Woodcut","Print",2457.75,"Surrealismo"
"General Nuke","Robert Arneson","1",1986,"Lithograph","Print",6532,"Postmodernismo"
"Young Sculptor Finishing a Plaster (Jeune sculpteur finissant un plâtre) from the Vollard Suite (Suite Vollard)","Pablo Picasso","4609",1933,"Etching","Print",1529.78,"Surrealismo"
"Freihafen Bridge (Freihafenbrücke) from the series Hamburg Bridges (Hamburger Brücken)","Rolf Nesch","4266",1932,"Metal print with aquatint","Print",3373.24,"Surrealismo"
"Laziness (La Paresse)","Félix Vallotton","6064",1896,"Woodcut","Print",800.28,"Impresionismo"
"Unit (Hydrant)","Robert Rauschenberg","4823",1970,"Lithograph","Print",2216.76,"Pop Art"
"Untitled (11), state I of II","Jackson Pollock","4675",1944,"Engraving (inkless surface impression)","Print",298.2,"Expresionismo Abstracto"
"Mississippi Incident","Vincent Smith","5495",1965,"Etching","Print",2079,"Pop Art"
"Censored","Elizabeth ""Grandma"" Layton","3422",1989,"Lithograph with pencil additions","Print",4347.2,"Postmodernismo"
"Old Sculptor at Work II (Vieux sculpteur au travail. II) from the Vollard Suite (Suite Vollard)","Pablo Picasso","4609",1933,"Etching","Print",1496,"Surrealismo"
"Theater in Alta (Teater i Alta)","Rolf Nesch","4266",1947,"Metal print","Print",3309.9,"Expresionismo Abstracto"
"Minne Playing with her Dolls (Les Poupées de Minne)","Jacques Villon","6165",1907,"Etching","Print",634.38,"Cubismo"
"Unit (Turtle)","Robert Rauschenberg","4823",1970,"Lithograph","Print",1343.16,"Pop Art"
"Diabolos Incarnatus","Joseph Nechvatal","4251",1984,"Screenprint
","Print",2382.52,"Postmodernismo"
"Sculptor and his Self Portrait Serving as a Pedestal for the Head of Marie-Thérèse (Sculpteur et son autoportrait sculpté servant de socle à une tête de Marie-Thérèse) from the Vollard Suite (Suite Vollard)","Pablo Picasso","4609",1933,"Etching","Print",1506.2,"Surrealismo"
"Clown and Centaur","Bernard Reder","4837",1949,"Color monotype on wood block","Print",2944,"Expresionismo Abstracto"
"Composition (Nature morte I)","Georges Braque","744",1911,"Drypoint and etching","Print",2015.49,"Cubismo"
"Seated Nude (Femme assis nue)","Jacques Villon","6165",1910,"Drypoint","Print",2057.2,"Cubismo"
"Bunraku","James Rosenquist","5021",1970,"Lithograph","Print",4812.96,"Pop Art"
"Fesselstern","Arnulf Rainer","4792",1975,"Photogravure, etching and drypoint","Print",2047.52,"Pop Art"
"What is Gravity?","A.R. Penck (Ralf Winkler)","4546",1984,"Sreenprint","Print",7000,"Postmodernismo"
"Untitled from the portfolio BOSFORO","Mimmo Paladino","4472",1982,"Woodcut and linoleum cut, printed in color","Print",832,"Postmodernismo"
"Bosforo","Mimmo Paladino","4472",1982,"Portfolio of six woodcut and linoleum cuts with collage","Print",832,"Postmodernismo"
"Arc Bands, Four Colors Superimposed Progressively (15 Parts)","Sol LeWitt","3528",1990,"Aquatint","Print",4324,"Postmodernismo"
"Young Greek Sculptor with His Sculpture: A Man and an Ephebe (Jeune sculpteur grec avec sa sculpture: un homme et un éphèbe) from the Vollard Suite (Suite Vollard)","Pablo Picasso","4609",1933,"Etching","Print",1482.8,"Surrealismo"
"Lady of the Middle Ages","Bernard Reder","4837",1949,"Woodcut, printed in color (from one block)","Print",1395.24,"Expresionismo Abstracto"
"Lumen Series","Marko Spalatin","5553",1970,"Portfolio of twenty screenprints","Print",2397.6,"Pop Art"
"What is Gravity? (Was ist Gravitation?)","A.R. Penck (Ralf Winkler)","4546",1984,"Aquatint and drypoint","Print",8192,"Postmodernismo"
"Portrait with Hat (Bildnis mit Hut)","Max Pechstein","4533",1908,"Lithograph","Print",2465,"Cubismo"
"Untitled from the portfolio River Avon Mud Drawings","Richard Long","3591",1989,"Photolithograph","Print",6112,"Postmodernismo"
"Sculptor in Repose with Marie-Thérèse and Her Representation as the Chaste Venus (Sculpteur au repos avec Marie-Thérèse et sa représentation en vénus pudique) from the Vollard Suite (Suite Vollard)","Pablo Picasso","4609",1933,"Etching","Print",1482.8,"Surrealismo"
"Old Mr. Heffel of Rowton's","Walter Richard Sickert","5414",1905,"Etching","Print",1048,"Cubismo"
"The Trap (La Piège)","Helen Phillips","4600",1953,"Etching","Print",2156.44,"Expresionismo Abstracto"
"Which Side Are You On?","Paul Spina","5567",1970,"Screenprint","Print",2554.63,"Pop Art"
"Untitled from Six Aquatints","Robert Ryman","5098",1975,"One from a portfolio of six aquatints","Print",8010,"Pop Art"
"Sculptor in Repose with Unmasked Model and Her Sculpted Image (Sculpteur au repos avec modèle démasqué et sa représentation sculptée) from the Vollard Suite (Suite Vollard)","Pablo Picasso","4609",1933,"Etching","Print",1482.8,"Surrealismo"
"Seated Figure","Henry Moore","4071",1950,"Lithograph","Print",624.24,"Expresionismo Abstracto"
"The Old Hotel Royal, Dieppe","Walter Richard Sickert","5414",1894,"Etching","Print",379.2,"Impresionismo"
"Original Posters of the Masters of the School of Paris (Affiches originales des maîtres de l'école de Paris)","Pablo Picasso","4609",1959,"Lithograph","Print",3185,"Expresionismo Abstracto"
"Scent from the series Hoarfrost Editions","Robert Rauschenberg","4823",1974,"Offset lithograph and collage on cloth","Print",27749.5,"Pop Art"
"To the Revolution XI","Nancy Spero","5564",1981,"Handprinting with pencil additions","Print",14412.56,"Postmodernismo"
"Hallo Shiva...","Sigmar Polke","4671",1974,"Photolithograph","Print",2200,"Pop Art"
"Spirit, Form, Reason","Urs Lüthi","3643",1989,"Photogravure, aquatint and screenprint, printed on three sheets","Print",1007.51,"Postmodernismo"
"Sculptor and His Model with a Sculpted Group Representing a Horse Trainer (Sculpteur et son modèle avec un groupe sculpté représentant un dresseur de chevaux) from the Vollard Suite (Suite Vollard)","Pablo Picasso","4609",1933,"Etching","Print",1471.8,"Surrealismo"
"Horsemen (La Faucheuse)","Jacques Villon","6165",1951,"Etching","Print",2143.26,"Expresionismo Abstracto"
"Artist in the Studio","Pablo Picasso","4609",1963,"Linoleum cut","Print",4656.2,"Pop Art"
"Untitled from Flowers","Andy Warhol","6246",1970,"One from a portfolio of ten screenprints","Print",8335.6,"Pop Art"
"Red Cross (Rotes Kreuz)","Arnulf Rainer","4792",1980,"Drypoint","Print",8388.4,"Postmodernismo"
"Pages #1 from Pages","Robert Mangold","3723",1989,"Drypoint and etching from a portfolio of ten drypoints (seven with etching) and two etchings (one with aquatint)","Print",1239,"Postmodernismo"
"Pages #10 from Pages","Robert Mangold","3723",1989,"Drypoint and etching from a portfolio of ten drypoints (seven with etching) and two etchings (one with aquatint)","Print",1235.5,"Postmodernismo"
"Pages #11 from Pages","Robert Mangold","3723",1989,"Drypoint from a portfolio of ten drypoints (seven with etching) and two etchings (one with aquatint)","Print",1239,"Postmodernismo"
"Pages #12 from Pages","Robert Mangold","3723",1989,"Drypoint and etching from a portfolio of ten drypoints (seven with etching) and two etchings (one with aquatint)","Print",1235.5,"Postmodernismo"
